"Data Source","World Development Indicators",

"Last Updated Date","2015-07-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Lebanon","LBN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3313539978.9463","2717998713.10118","2838485397.82004","4451497337.42699","5545921820.99165","7535259914.42985","9599127189.40224","11718795352.0687","13690217120.607","15751867489.4446","17247179483.1908","17391056436.8141","17260364842.4544","17649751243.7811","19152238805.9702","20082918739.6352","20955223880.597","21287562189.0547","21796351575.4561","24577114427.8607","28829850746.2687","35139635157.5456","38009950248.7562","40078938640.1327","43205095854.063","44352418120.4377","45730945273.6318",
"Liberia","LBR","GDP (current US$)","NY.GDP.MKTP.CD","190495600","183920900","191861800","200229600","218929100","229260800","244459500","261024300","276820700","306961800","323099700","341543100","368098000","386968300","486955000","577549300","596675700","673010600","717240400","814067900","854711500","846514500","863933200","823374900","848478300","851296100","840964400","972800000","1038300000","786300000","384400000","348000000","223500000","160400000","132200000","134800000","159400000","295900000","359600000","441800019.09194","529064645.62603","515000000.721441","535999999.431293","408999999.461593","467000000.635452","542000000.615456","604028929.573046","739027160.767852","850040458.806312","1155145665.26132","1292697079.82684","1537753174.38011","1733827746.24973","1945491845.67985","2026939595.31543",
"Libya","LBY","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28904898117.7385","31992732972.3568","33887047909.2746","30660051910.5037","28610549763.4685","25541379186.6458","27884615384.6154","30700897874.8704","27251534529.5892","35975860857.1164","38270954138.1128","34112319439.3944","20481889763.7795","26265625000","33122307692.3077","47334697753.5248","54961936662.6066","67516236337.7158","87140405361.2292","63028320702.0343","74773444900.5368","34699395523.6073","81905365776.3335","65509594212.0164","41119144922.9802",
"St. Lucia","LCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","103444442.61755","133414812.458624","152244441.755711","143588886.353018","154503700.97507","197088885.408174","189166663.325863","225777773.790398","242385180.904509","273977772.939156","311511105.609627","397192585.577919","431470362.750329","477996287.854577","492029620.940073","517566657.52611","560811101.20683","566370360.367909","604411100.436826","657529580.980201","692507395.177286","780895356.579261","738755098.064226","741966023.933445","805836689.472114","885242280.662354","935463222.222222","1059656444.44444","1143477000","1171371518.51852","1176607814.81481","1244297407.40741","1289531851.85185","1302666703.7037","1335764111.11111","1365426555.55556",
"Latin America & Caribbean (all income levels)","LCN","GDP (current US$)","NY.GDP.MKTP.CD","81144272050.5059","86170079860.1865","99185095808.7043","99490925194.9496","110704138208.347","119569378543.772","131113444603.167","134269842440.341","144627877460.933","161961068354.554","176074716272.554","196583533887.101","221043064600.541","289395308505.652","375896462204.158","394566942570.814","438765563123.564","483053789544.688","547781915622.323","651689932466.21","773069194878.482","890050244688.315","833008968052.532","740099965559.967","729997057112.675","750553778186.645","764099978730.851","803946244873.74","918031255683.824","1003349601255.03","1167287485970.73","1240262705333.76","1344339200488.66","1561125365045.82","1792318748986.16","1910947025260.67","2059735177035.16","2254411721901.62","2271181748456.67","2050831347031.57","2265009085738.01","2205820015829.15","1982526314493.92","2039953371330.84","2370133653957.95","2869435668660.78","3368057098472.22","3977501911766.51","4621566433295.22","4345214122362.97","5375149821050.73","6091240364529.4","6125383685124.25","6259032233125.74","6298365245262.59",
"Least developed countries: UN classification","LDC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","113088319662.538","114340198485.976","114231774334.102","106794503107.026","105967602041.89","116755216998.866","127230652824.665","139096324476.698","141601203085.988","145759298607.854","150476943433.649","153676310020.782","136162180210.21","135125953755.55","130590413788.823","148966771869.77","164794049850.85","174442598067.586","175123013653.961","176426590130.815","201201923449.882","193773823109.62","209021054881.434","234469077115.077","272142465794.68","322275755257.829","375660477747.427","461061577549.432","567738455781.289","565427540328.459","631338952932.649","713534780379.662","756082251364.956","797874946867.664","867876746051.97",
"Low income","LIC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","76577493124.2837","74067115874.1768","77816598855.7641","72726113739.6459","66832075517.7628","68923784069.9961","76874893790.169","79417647965.9027","86163030241.6351","85400204024.1413","89855902314.3614","91929045210.0296","80193734369.4194","76640509778.8378","70500697126.2581","81288884017.1117","90816781391.2114","94113844796.7268","94111625814.976","93451800420.5669","109610006326.281","98542819850.7242","105662974831.885","115206085779.325","130805436637.892","151950655209.053","169811712044.41","203942262398.257","245826695133.044","257831828396.477","279295020307.338","313321910545.39","342668855005.676","368755050914.734","397409489023.738",
"Liechtenstein","LIE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","90099360.8433666","104889791.020374","124940289.32382","165928864.253967","193980464.882101","246389070.354396","272489336.441571","303493119.480763","436912067.784287","503173104.391887","534699257.596935","511647836.083225","522096760.291094","524023707.270791","502620921.262611","529073612.453579","779357945.468369","1052849228.96599","1161757671.01756","1119983801.21338","1421508878.68916","1484160643.69467","1631176646.65913","1673085618.34241","1948128910.55555","2428524711.5576","2504012993.42238","2298390594.7203","2479698575.81181","2664105901.18863","2483890593.70545","2491800558.77674","2688617884.8748","3070803439.07708","3454374269.99655","3659320086.68296","4000101033.35638","4601430548.88525","5081479840.08716","4504376589.9239","5082338964.87305","5739705822.48169","5487773452.44017","","",
"Sri Lanka","LKA","GDP (current US$)","NY.GDP.MKTP.CD","1419629936.97479","1454342121.84874","1458609629.62963","1241387714.28571","1321840722.68908","1698319327.73109","1751470588.23529","1859465020.57613","1801176470.58824","1965546218.48739","2296470588.23529","2369308600.33727","2553936348.40871","2875625000","3574586466.16541","3791298145.50642","3591319857.31272","4104509582.86359","2733183856.50224","3364611432.24149","4024621899.57653","4415844155.84416","4768765016.81884","5167913302.16745","6043474842.7673","5978460972.01767","6405210563.88294","6682167119.56522","6978371581.26375","6987267683.77254","8032551173.24014","9000362581.58086","9703011635.86585","10338679635.7616","11717604208.8223","13029697560.9756","13897738375.2488","15091930835.7349","15794972847.1683","15656342015.855","16330810303.8566","15746224409.2638","17102623876.2283","18881765437.2151","20662525941.2986","24406264193.5992","28279802452.1785","32350238663.9199","40713826320.2384","42066223972.2367","49565557438.5121","59180578838.8431","59391495533.1177","67206129444.8273","74941183241.9535",
"Lower middle income","LMC","GDP (current US$)","NY.GDP.MKTP.CD","92387600693.3499","98503481333.2561","101310191963.77","112567334583.888","127226766272.935","136608801460.142","123236870212.491","131495190981.642","140917542423.574","157315557196.93","173432817291.195","179995928930.676","191438666917.942","228249710145.882","292693807741.687","324568209604.927","351796816957.519","402762808691.946","452346735429.104","513703185724.912","639090124124.11","675688651185.402","679219412433.167","663323458941.492","659476230651.061","693546625705.635","720355773706.719","793917337099.522","832447077400.994","844361003731.102","906336949689.154","870736683753.352","911440308270.621","912525608394.638","990776361070.52","1111627459887.61","1219994492608.38","1259846859806.64","1137695807868.4","1235835255345.22","1307289674640.74","1321981466179.7","1418238881754.9","1623516813645.13","1855333639561.9","2134585099170.35","2531904822471.96","3117141602505.04","3468337576270.69","3567971251060.89","4521148413672.01","5055164224124.4","5257532361173.68","5462830571051.09","5780293080613.99",
"Low & middle income","LMY","GDP (current US$)","NY.GDP.MKTP.CD","239394532914.163","229692166604.612","239500445031.192","266633375436.05","293775192190.953","325032257461.159","336660938686.093","351266330129.676","370357478432.863","413097613500.144","454952132437.614","490595448612.81","551124298673.342","688545169399.598","869671863295.625","991213849628.223","1075696873513.65","1209307801527.59","1319850295822.98","1568707441146.5","1835033780316.45","1975394898459.82","1953439184585.75","1887505937709.07","1965938651601.32","2067380505694.29","2142492818548.28","2226716220179.69","2397073792128","2622984488286.38","2948644158403.09","2940144929928.82","3098117872356.57","3367348498262.08","3741121614529.5","4249702057841.21","4693941618430.77","4958990670233.23","4898819098088.76","4847265956047.14","5263670721222.44","5278957912350.29","5555702996528.36","6232746710098.18","7282395233487.83","8592841248735.35","10138151396109.9","12495530065077.1","14823704138606.7","14876858187016.4","18130790269337.3","21282689093918.7","22496768666280.7","23923063142096.3","24996778817219.9",
"Lesotho","LSO","GDP (current US$)","NY.GDP.MKTP.CD","34579308.4138317","35699286.0142797","41859162.8167437","47039059.2188156","51938961.2207756","54878902.4219516","56698866.0226795","59260814.7837043","61444771.1045779","65966680.6663867","68738625.2274954","76482102.9082774","80915831.9240276","121181556.195965","150846210.448859","149560513.860717","147654093.836247","193307267.709292","266559337.626495","290142517.814727","431561376.476631","434188034.188034","326947872.536379","355443856.027287","302989222.531011","247678018.575851","290590809.628009","369351669.941061","429733890.477238","451443169.25306","544583156.185985","608771230.941948","720546984.57223","721608470.789852","755041117.494649","859088528.025144","815946782.034285","859809027.777778","819420074.887398","801538587.445781","771261707.830197","706400239.28169","656752929.122354","969167237.299562","1234215384.85355","1368346474.41454","1428852972.01506","1597476793.36872","1630672202.58558","1711470585.45854","2187417431.5686","2523356488.68629","2384023629.71985","2147680334.74537","2088021624.11197",
"Lithuania","LTU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22649483749.3705","26126791384.3937","30214930514.8138","39739117788.5663","47851049428.3202","37439805732.6892","37095840325.3655","43485017709.8867","42824489650.0372","46403189419.454","48172242517.2682",
"Luxembourg","LUX","GDP (current US$)","NY.GDP.MKTP.CD","703925705.942958","704145671.350213","741509480.796284","791140595.772755","903158753.943622","921600736.304026","968440149.470951","974721762.535327","1066447130.82052","1234878980.502","1519080274.30415","1582583574.08172","1981669874.43864","2719623266.40447","3317419221.20961","3254579357.24471","3567502612.3302","3948564997.18627","4916869476.11118","5748899284.53495","6272865222.78935","5266079965.23251","4795779622.10842","4714398422.09073","4624965093.54929","4769617501.18894","6966588405.27361","8670664505.67261","9814042786.61547","10459561834.5618","13315910188.3148","14415711754.2823","16171016311.1669","16594916044.7761","18445864480.3472","21729611384.7838","21630488599.3485","19460306720.7939","20340186708.1574","22267739186.0217","21303021927.4","20998210290.8277","23285902503.2938","29095033860.0451","34207847032.5304","37024499440.3681","41781206874.9216","49210511908.0208","54961915922.0741","50144345651.5699","52146754966.8874","58952460383.653","56292381076.328","60130847623.6353","",
"Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5880992308.44137","5985861104.3123","6928629232.74753","7587546969.39642","8375152961.80407","9872049657.3784","10437907020.8324","11521268953.3349","12884073854.4993","15267165505.2542","17091424860.948","21620628835.1178","30945808825.2238","35671103520.7987","26155123307.7532","23868572608.917","28319399054.3263","28545148936.0146","30908761928.1663","31920815648.3043",
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1021654718.79087","1016585686.71806","1182693473.21523","1222072820.45126","1376075268.43913","1786734514.78208","2087122775.13279","2478807841.98543","2990180514.67444","3464946372.23975","4581185868.81889","5280218134.80932","5868546013.17313","6560672253.72284","6628525682.86805","6674552881.90106","6186475684.96949","5916957024.96919","6101794938.88536","6514271488.1434","7008026417.51681","7926373568.94232","10258324483.4016","11792570020.7","14568709567.9344","18054684846.735","20731022848.6245","21313263941.9999","28359706111.2818","36634742814.1718","42991910938.1531","51313818756.1218","55501532528.1462",
"St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD","2037154689.59921","2025693487.51995","2379611063.48408","2657252510.04491","2798345226.69052","2948325264.30195","2876395613.08171","3046339294.53611","3271415867.99723","3651615453.01848","3956328426.04486","4356633663.36634","5074117544.77482","6242177798.33938","7675408485.51421","8984824182.60333","9584323309.12136","11049896742.3889","13236854105.1672","15912133569.2852","21079357821.4703","17108443052.4138","17091648680.0598","15642990733.0587","14171045911.1288","14294246248.6336","18722705505.0305","20656951246.6474","24633853687.6534","25271642768.7004","28839382990.7526","31014466120.3347","32042164441.3212","30137111517.3675","34085406932.522","37183957845.4333","41383907571.2204","37263566705.1538","40021694645.7116","39734023758.3655","37020609824.9576","37724674865.0801","40416114690.137","49822651701.729","56948015336.0397","59523801936.4613","65640092773.6596","75223563590.2006","88879527244.1067","90907274329.4734","90770208620.4439","99210991483.2075","95903875573.6869","103914824207.356","107004984356.97",
"Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","293073868.023221","327651487.962757","402460333.237637","523552815.119127","563939670.704419","711922994.225545","735339911.935065","811250927.388998","1000535735.38751","1209898293.46372","1378130995.65913","1205166025.51592","1143229071.77943","1092551781.01486","1037314956.25083","1082851076.52158","1515209588.2378","1839095595.25655","2000674667.08261","2010116851.20284","2481316053.85316","2480497547.84881","2737066955.91266","2574439973.17387","2720297738.93904","3130270918.79061","3137848783.08404","2840182191.77105","2934578788.86478","2906009307.6651","2647883820.18625","2671401082.76436","2905973022.1746","3588988600.70294","4110348444.49411","4280072625.97622","4663488363.0977","5974371695.95045","6919241412.09365","5557245122.31576","5350674803.33858","6074884388.58937","","","",
"Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3592856080.02915","3094567110.11286","2319243406.66602","2371812882.20448","1702314342.68173","1752995321.34191","1695130491.66527","1930071454.73575","1639497206.70391","1170785047.79461","1288420222.94787","1480656884.38462","1661818168.4226","1980901553.51226","2598231467.43671","2988332509.89613","3408272498.11516","4401154128.12297","6054806100.84681","5439422031.39627","5811604051.96737","7015206498.21955","7284686576.2835","7985349731.46471","7944184929.75006",
"Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD","673081724.069505","699161943.850022","739286906.844066","759345862.96364","802482182.916065","833563472.15391","900264583.679088","956436931.132661","1031669636.35071","1056391054.57928","1111859569.68142","1199507629.99395","1341590681.63036","1653062347.24017","1917508190.04689","2283049233.46336","2181844194.07606","2358930406.54899","2669755115.70091","3463565881.48999","4042139901.44351","3594868208.14103","3526198070.30794","3511573992.03203","2939485471.50097","2857889712.4808","3258288890.50619","2565634382.2473","2442507588.41361","2498059014.77295","3081479800.32172","2653141958.52585","3024459293.91642","3370842210.90955","2977040884.21479","3159901108.52343","3995028428.85463","3545776813.19199","3738704582.02154","3717515282.53319","3877673634.579","4529575232.99654","4397254714.87265","5474030227.57985","4363934416.5458","5039292946.97071","5515884434.36535","7342923619.70222","9413002737.32413","8550363829.11061","8729936135.74488","9892702357.56691","9919780221.91693","10613473993.0293","10593147526.9354",
"Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","42463576.1589404","44781456.9536424","47935843.7935844","57829787.2340426","109503546.099291","127154929.577465","141902097.902098","141268980.477223","168610478.359909","189535398.230089","215089005.235602","244468292.682927","284853358.561968","322326642.335766","355884383.08887","398988954.970263","450382327.952421","508223602.37893","540096397.621071","589239753.610875","624337145.284622","884276170.871593","910864151.789227","1043403340.52188","1202240024.40484","1119806501.98632","1474698126.1822","1745998940.18711","2117773600.79498","2166330189.32952","2332466300.94359","2460699387.68565","2534540870.62539","2705145308.82273","3032239478.11955",
"Middle East & North Africa (all income levels)","MEA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","32011124969.7035","35655606549.9687","39677245997.9218","46386915790.7023","56336580839.7343","75782002834.0319","138449766227.569","151444348707.386","188410270419.495","217724791095.87","232483197413.587","305677840951.491","397012906892.463","411203325526.89","408185043893.011","410925031984.075","416877855275.916","422748826886.58","431406192775.818","401727122300.892","398227956227.762","411243863458.133","538050841324.429","538931726202.205","586139276027.605","590101991728.647","613535266656.55","698166437508.493","787494372467.585","818120215024.529","796322371820.768","852189997085.897","952675332484.401","952785152818.622","948121763115.7","1063313409201.06","1236914377368.57","1487686162306.3","1757862639385.51","2073702914164.12","2588617906980.93","2311072862064.24","2687729967623.3","3257924864079.12","3496563083182.55","3559062051635.31","3491393759092.78",
"Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD","13056164925.448","14153954349.0897","15221053213.1887","16936337667.6289","20070134740.9317","21829715343.8799","24337233447.211","26556372081.1913","29363632833.6558","32515754313.9575","35541711470.3873","39200879415.8614","45178119326.7936","55271303176.3935","71976542927.466","88003982688.6386","89023916066.8009","81825780563.8082","102517450025.753","134540322292.806","194356825709.199","250083027275.13","173720847690.773","148866911934.175","175632163244.416","184473097296.041","129440191340.197","140263673924.031","183144276294.09","222977042346.502","262709785592.711","314453895611.752","363609268789.416","503962814551.767","527318769550.83","343792780638.899","397404138184.313","480554647428.728","502010268264.169","579459682094.357","683647980782.407","724703571306.821","741559499084.745","713284260879.765","770267585947.191","866346483685.297","966870460676.013","1043471321901.14","1101275279207.89","894948749398.75","1051128600823.05","1171187518614.22","1186659478340.1","1262248825555.9","1282719954861.76",
"Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","31020000","34918000","41749000","45144000","43879000","55989000","62983000","70688000","72798000","78476000","82507000","91063000","99461000","108071000","120230000","110858000","106289109.336","108702067.9925","107978893.1392","110937729.4126","115152142.7373","124735071.9054","126887585.4517","131106365.5396","137744500","143615000","150041700","152785100","152116100","163917000","172956700","184358700","190914600","",
"Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD","226830471238.086","217188370684.23","225822393696.177","249461772173.63","279764973655.464","308268281576.798","318344182485.817","333499275158.34","351811160662.472","392400204892.327","433449743437.163","466786094808.315","525377151981.011","657378745122.277","832607104405.074","948913214992.756","1032848208434.73","1160295510103.46","1263951049900.41","1506781422062.8","1768309807855.31","1909518348487.09","1884800936983.42","1823066939921.33","1905634066299.72","2004998783739.17","2073735319367.69","2155629608634.62","2320051230698.9","2545805409059.64","2866797766366.39","2856829901113.12","3023164476798.93","3294047428454.72","3671331747195.19","4169367279471.9","4604304172240.14","4865899757967.7","4805861804048.03","4754998050144.08","5156372173240.96","5181290284123.82","5451159606815.5","6118458013034.97","7152275415535.28","8441445479797.89","9967989195297.45","12290587142756.5","14577091516707.9","14618678867559.7","17849686111886.4","20966667307512.4","22151701046013.4","23551944380407.6","24597320477555.9",
"Macedonia, FYR","MKD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4471828621.90813","4694744897.95918","2316618515.22351","2550194959.56258","3381270267.20012","4449375525.1324","4422159847.97232","3735312199.57505","3571043202.6318","3673288164.84831","3772851458.60358","3709636012.67296","4018365767.61679","4946296569.03662","5682719260.0763","6258602830.77182","6861227017.95214","8336475035.23291","9909552356.40453","9401736825.42688","9407170388.15906","10494626767.6445","9745261300.57788","10767438756.0987","11323761623.5387",
"Mali","MLI","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","275494477.821275","343771973.327123","339913866.635139","359772315.063149","430096741.921813","486617279.367377","563683703.178255","538747340.761788","830710613.862061","939228016.186518","1049838549.94667","1222702571.60075","1595422953.69431","1787338105.51235","1493651105.86643","1327378899.56773","1294458069.9239","1311342831.36301","1313685007.63988","1678328288.49273","1931545340.32163","1947794155.35334","2007784672.44887","2421172496.68385","2422840268.90082","2852581755.31151","2677966904.87487","1762703059.34033","2466160215.33165","2619086427.54927","2475185559.39181","2596828335.70021","2570429654.88071","2422482317.51938","2629739067.46746","3342824259.76854","4362439886.7939","4874178417.15329","5305317554.7871","6122644014.79659","7145394015.19427","8737687352.74644","8964480570.32033","9422267260.06194","10647545670.2147","10340794110.1765","11111650036.1685","12074473001.8115",
"Malta","MLT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","250728829.112117","264578308.927222","295106775.012466","345616069.513506","376081181.817504","474618292.692559","527936892.800231","625563347.403691","793673674.476254","1001288245.08798","1250199056.41834","1243509858.29479","1234474742.04426","1165730172.87418","1101807300.90927","1117797224.84509","1435038037.42227","1751293215.65363","2019503791.23407","2118655299.63572","2547330284.04418","2750215016.02264","3021944632.33295","2709194765.69239","2998504391.77827","3599683395.46889","3671827860.9798","3633464750.30678","3809619583.8411","3907947937.46914","3957418082.79925","3917620727.92241","4296164768.28161","5119621569.32049","5643525281.93441","5990648161.96588","6365500031.88479","7466219568.52748","8554293727.08674","8099400960.97627","8163355021.12327","9302635890.16047","8882509103.82705","9642848650.1181","",
"Myanmar","MMR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74690930782.389","58652241646.0073","64330038664.7327",
"Middle East & North Africa (developing only)","MNA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286134398864.168","292429940625.761","333116096046.343","383081136736.161","394989001899.084","402256577165.399","424188120825.984","440989995192.859","453449552344.193","438850434980.764","490171316219.13","561594689004.348","659016327782.708","782098084753.687","957518082832.557","1181004085595.51","1141980120704.51","1311892709788.58","1554551431970.01","1654819522431.54","1621111273600.03","1522605886156.04",
"Montenegro","MNE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","984279598.325251","1159891557.16986","1284504507.69851","1707662612.68399","2073255525.20487","2257118340.54619","2696020574.58286","3668857103.75034","4519731946.68229","4141382328.42456","4111066225.16556","4495496246.87239","4045813953.48837","4417255708.97504","4583198885.49821",
"Mongolia","MNG","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","2310099100","2552401933.33333","2725736633.33333","2098734600","2186505475","2896178866.66667","3020611600","3204461566.66667","3576966800","2560785660","2379018326.31579","1317611863.84977","768401665.819049","925817089.48077","1452165052.66093","1345719435.20697","1180934217.44291","1124440238.13279","1057408608.3849","1136896162.17581","1267997923.02675","1396555772.05987","1595297301.43535","1992066758.85229","2523471601.79514","3414055662.571","4234999702.70651","5623216609.63463","4583850367.88972","7189482029.70875","10409797336.1672","12292770631.23","12545217934.4214","12015944336.5464",
"Northern Mariana Islands","MNP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","3526259828.24207","3532146140.68091","3615064966.01116","3237772977.00315","3372771556.9797","4458235594.7696","5243439597.19923","2353864264.67743","2093393419.96937","2314103719.96878","2512109525.63061","2748955274.34396","1968901452.58104","2027650517.90246","2162771440.68667","2246791389.38302","3241719358.05202","3810025426.48081","4324474010.8283","4536278938.06113","4310090791.18029","4075049538.03818","4201332884.69271","4666197195.03197","5697991242.10618","6578515330.9933","7095918238.79563","9115528844.47936","11050262133.4453","10718503686.6376","10119169260.3968","13197133578.2796","14934374229.0205","15457196860.2283","16385584919.0022",
"Mauritania","MRT","GDP (current US$)","NY.GDP.MKTP.CD","92609243.6889684","107726205.64352","111148610.793216","113797382.615723","151897202.546491","172767212.410801","180340652.907946","191221776.831632","210695182.692288","199643447.641197","209348256.001325","227051055.184993","265009396.653643","333731886.122433","414772366.009093","475916497.69628","524407949.855849","540635401.242896","544424587.056594","644070390.586697","709041462.208777","747994670.344005","750214401.613315","788371840.318764","726937308.885277","683193876.889148","802890746.890756","909820596.846435","957377548.471449","981529430.10921","1019600785.27212","1443688869.96039","1464392416.14671","1249944999.42056","1315932644.95246","1415296704.11812","1442598431.0096","1401946853.20672","1375115534.26926","1405662878.75797","1293654175.30293","1295539448.28936","1324426606.68259","1563074859.35557","1833444740.48262","2184444848.97637","3040716679.07669","3356757497.1208","4031047704.39864","3662281667.85168","4337791530.77601","5123097508.93905","4845165274.15849","5057754938.61127","5061180371.04941",
"Mauritius","MUS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","706988627.655376","827093630.324683","1019634978.35642","1216227805.46353","1136544231.36451","1147187567.65208","1082934402.19357","1094857359.69514","1044926097.46651","1080643202.28309","1469050658.08639","1888752207.107","2143480497.18502","2191101651.23305","2653485952.13319","2856889162.09058","3224265824.18732","3263363787.82618","3558143642.14256","4040342059.56741","4421952121.4867","4187375887.65947","4169672974.23128","4291171395.71086","4582562397.94313","4536544699.05727","4767303153.04439","5609836353.56371","6385691315.22535","6283796154.76327","6731529167.62594","7792052679.81746","9641089804.86982","8834661042.93519","9718233910.68203","11252386260.712","11442096505.8236","11928055398.1252","12616421088.3821",
"Malawi","MWI","GDP (current US$)","NY.GDP.MKTP.CD","162960131.019945","174580140.362433","183120147.228598","190820153.419403","194740156.571086","229460184.485988","260400209.361768","269812781.274474","245160098.064039","265800106.320043","290520116.208047","365389568.344458","406084196.711377","444302218.909974","548618787.118103","613196871.850883","670309249.801059","806265765.928998","948983311.404909","1058297670.72172","1237662060.18559","1237686963.77975","1180094064.1837","1223225021.84334","1208026079.32757","1131349989.75945","1183671790.0847","1183071363.00406","1379923810.04304","1590201654.22215","1880784189.51746","2203536031.03471","1799529357.0981","2070647127.03808","1181801919.66833","1397454122.24047","2281039097.69299","2663238982.8009","1750585204.44813","1775920039.58919","1743506287.41519","1716502069.86945","2665158943.01255","2424656666.0654","2625127097.80015","2754995876.52495","3116790612.69653","3647816869.85959","4276769472.8325","5030641493.15456","5398615401.22815","5627896278.64333","4240491999.38982","3883521174.79535","4258033615.3005",
"Malaysia","MYS","GDP (current US$)","NY.GDP.MKTP.CD","2441020468.05896","2422724548.51922","2543810841.93086","2708474901.78457","2899751380.48309","3187851289.07742","3392767699.64058","3515850950.31052","3667209758.43118","4050763023.74655","4276665303.6935","4514334695.24185","5364357962.09414","8150688748.20657","10100863613.4911","9890359255.01462","11753574880.9946","13975278632.2382","16658322510.0028","21602645106.8912","24937045130.3845","25463038401.7527","27287163557.1138","30682563382.3819","34565849233.2414","31772244232.4246","28243102990.4115","32181695704.22","35271882053.5171","38848565893.4269","44023808155.3055","49133851464.8141","59151684070.0322","66894448025.3724","74481194985.3294","88832454524.7067","100851389198.752","100168846864.78","72175568254.6815","79148158936.16","93789473684.2105","92783947368.4211","100845526315.789","110202368421.053","124749736842.105","143534418325.818","162691714851.183","193549257178.92","230812191087.497","202257458201.389","247533525880.554","289326512786.666","304956531561.712","313158247642.573","326933043800.609",
"North America","NAC","GDP (current US$)","NY.GDP.MKTP.CD","584477920198.99","604157219440.397","647173002027.413","683353535761.531","734790505460.859","797723909391.132","875492805408.937","926623934246.798","1013409031841.72","1097952410241.71","1163828573901.81","1267101916003.17","1395595997030","1559931387811.22","1709297017177.92","1862834307904.05","2084237354766.74","2297686985895.63","2575345791233.45","2875359180536.11","3136560179885.89","3517437702917.98","3659228527510.32","3979348289970.79","4395563430645.17","4710739587911.9","4966977332345.78","5300537616106.76","5760062813528.38","6222840858140.11","6573187312581.42","6783943606435.66","7131127993024.47","7455364093755.08","7886615988417.84","8268112026547.74","8729845885049.51","9262448838122.35","9723731171323.22","10338273666896.5","11027715147893.7","11358221425148.8","11733982930032.8","12402608291469.2","13297813932823.2","14262738384225.8","15172055119874.5","15941401754545","16267310484701","15795385199537.9","16584130197731.3","17312273132798.9","18001411134431.7","18612590885409.4","19211408095781.6",
